,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004681,2.15384,2.21302,1.84185,2.41214,2.15384,2.39479,2.07118,2.21691,2.39455,2.40818,2.4082,0.10462,2.33969,2.40624,2.40427,2.39225,2.21108,2.39224,2.37309,2.36875,2.40623,2.41213,2.39225,2.39225,0.10462,2.41213,2.39225,1.84185,2.21302,2.39224,0.10198,2.29389,2.37091,2.21302,2.39455,2.14728,0.12505,2.15384,1.84185,2.38994,0.10463,2.15587,2.39479,2.15384,2.2209,0.03351,2.27578,2.14728,2.39479,0.12235,2.13821,2.13821,2.29261,2.17621,2.33482,2.27333,0.12235,2.09724,0.12234,2.29261,0.12501,2.33482,0.10726,0.13037,2.13821,2.09724,2.33239,2.29262,2.33482,0.11074,0.13037,2.09876,0.12236,2.29262,2.34946,0.03877,0.11074,0.13037,2.22332,2.29262,0.12234,2.34457,2.3397,0.11074,0.13037,2.10045,2.29389,0.12234,0.12235,2.34458,2.34945,0.10726,2.28564,2.24781,2.29592,2.34214,0.10725,0.10725,2.29794,2.22114,2.29261,2.29261,2.33482,0.03613,2.06602,0.125,2.1341,0.10463,1.83231,0,2.07236,0.12235,2.1341,0.10463,1.83231,2.13601,2.13051,0.12234,2.21118,2.27579,2.27578,2.05612,2.05833,2.13821,2.13616,2.15384,2.27579,2.13173,2.22527,2.13616,2.38317,2.23163,0.10462,2.27823,2.15343,2.38316,2.14026,0.12234,2.13821,0.125,2.27578,2.27579,2.27579,0,2.2357,0.12235,2.08467,2.15384,2.27579,0.10462,0,2.13616,0.12234,2.22247,1.83231,2.06258,2.33239,0.12235,2.23065,2.38316,2.38316,2.38317,0.12234,1.82286,2.17621,1.83708,2.13821,2.17621,1.82521
e1100004683,0.40415,1.59191,1.91355,1.79103,0.40415,1.67429,0.38712,1.5958,1.18708,1.78708,1.78709,2.1611,1.13223,1.78513,1.78316,1.18478,1.58997,1.18478,1.75199,1.74764,1.78513,1.79102,1.18478,1.18478,2.1611,1.79102,1.18478,1.91355,1.59191,1.18478,2.15846,1.67278,1.7498,1.59191,1.18708,0.39759,2.18153,0.40415,1.91355,1.18247,2.1611,0.40619,1.67429,0.40415,1.59979,2.22015,1.55528,0.39759,1.67429,2.17882,0.38852,0.38852,1.6715,1.5551,1.12736,1.55283,2.17882,0.31033,2.17881,1.6715,2.18149,1.12736,2.16373,2.18684,0.38852,0.31033,1.12493,1.67151,1.12736,2.16721,2.18684,0.31185,2.17884,1.67151,1.14199,2.22541,2.16721,2.18684,0.06175,1.67151,2.17882,1.1371,1.13223,2.16721,2.18684,0.31354,1.67278,2.17882,2.17883,1.13711,1.14198,2.16373,1.56514,0.06797,1.67482,1.13468,2.16373,2.16373,1.57743,0.05957,1.67151,1.6715,1.12736,2.22277,0.27912,2.18147,0.38441,2.1611,1.90401,2.2357,0.28545,2.17882,0.38441,2.1611,1.90401,0.38633,0.38082,2.17882,0.04961,1.55528,1.55528,0.37206,0.37427,0.38852,0.38647,0.40415,1.55528,0.38204,0.0637,0.38647,1.76206,0.07006,2.1611,1.55773,0.40374,1.76206,0.39057,2.17882,0.38852,2.18147,1.55528,1.55528,1.55528,2.2357,0,2.17882,0.29776,0.40415,1.55528,2.1611,2.2357,0.38647,2.17882,0.09158,1.90401,0.37852,1.12493,2.17882,0.02824,1.76206,1.76206,1.76206,2.17881,1.89456,1.5551,1.90878,0.38852,1.5551,1.89691
e1100004685,2.09697,2.15614,1.78497,2.35527,2.09697,2.33792,2.0143,2.16004,2.33767,2.35131,2.35132,0.04775,2.28282,2.34936,2.3474,2.33537,2.1542,2.33537,2.31622,2.31187,2.34936,2.35525,2.33537,2.33537,0.04775,2.35526,2.33537,1.78497,2.15614,2.33537,0.04511,2.23701,2.31404,2.15614,2.33767,2.09041,0.00271,2.09697,1.78497,2.33306,0.04775,2.099,2.33792,2.09697,2.16403,0.1068,2.21891,2.09041,2.33792,0,2.08133,2.08133,2.23574,2.11934,2.27795,2.21646,0,2.04037,0.00001,2.23574,0.00267,2.27795,0.05038,0.02732,2.08133,2.04037,2.27552,2.23574,2.27795,0.03602,0.02732,2.04188,0.00538,2.23574,2.29258,0.11206,0.03602,0.02732,2.16644,2.23574,0.00001,2.28769,2.28282,0.03601,0.02732,2.04358,2.23701,0.00001,0,2.2877,2.29257,0.05038,2.22877,2.19093,2.23905,2.28527,0.05038,0.05038,2.24107,2.16426,2.23574,2.23574,2.27795,0.10942,2.00915,0.00267,2.07722,0.04775,1.77543,0.12235,2.01548,0,2.07722,0.04775,1.77543,2.07914,2.07364,0.00001,2.1543,2.21891,2.21891,1.99925,2.00146,2.08133,2.07928,2.09697,2.21891,2.07485,2.1684,2.07928,2.32629,2.17476,0.04775,2.22136,2.09655,2.32629,2.08339,0.00001,2.08134,0.00267,2.21891,2.21891,2.21891,0.12235,2.17882,0,2.02779,2.09697,2.21891,0.04774,0.12235,2.07928,0.00001,2.16559,1.77543,2.00571,2.27552,0,2.17377,2.32629,2.32629,2.32629,0.00001,1.76598,2.11934,1.7802,2.08133,2.11934,1.76833
e1100004688,0.25312,1.44088,1.76252,1.64001,0.25312,1.52326,0.23609,1.44478,1.03605,1.63605,1.63606,2.01007,0.9812,1.6341,1.63214,1.03375,1.43894,1.03375,1.60096,1.59661,1.6341,1.63999,1.03375,1.03375,2.01007,1.63999,1.03375,1.76252,1.44088,1.03375,2.00743,1.52175,1.59878,1.44088,1.03605,0.24657,2.0305,0.25313,1.76252,1.03144,2.01007,0.25516,1.52326,0.25313,1.44876,2.06912,1.40425,0.24657,1.52326,2.02779,0.23749,0.23749,1.52047,1.40407,0.97633,1.4018,2.02779,0.02251,2.02778,1.52048,2.03046,0.97633,2.0127,2.03581,0.23749,0.02251,0.9739,1.52048,0.97633,2.01619,2.03582,0.05407,2.02781,1.52048,0.99096,2.07438,2.01619,2.03582,0.28538,1.52048,2.02779,0.98607,0.9812,2.01618,2.03581,0.05576,1.52175,2.02779,2.0278,0.98608,0.99095,2.0127,1.41411,0.30987,1.52379,0.98365,2.0127,2.0127,1.42641,0.2832,1.52048,1.52047,0.97633,2.07174,0.09007,2.03044,0.23338,2.01007,1.75298,2.08467,0.0964,2.02779,0.23338,2.01007,1.75298,0.2353,0.2298,2.02779,0.27324,1.40425,1.40425,0.22103,0.22325,0.23749,0.23544,0.25313,1.40425,0.23101,0.28734,0.23544,1.61103,0.2937,2.01007,1.4067,0.25271,1.61103,0.23954,2.02779,0.23749,2.03045,1.40425,1.40425,1.40425,2.08467,0.29776,2.02779,0,0.25312,1.40425,2.01007,2.08467,0.23544,2.02779,0.28453,1.75298,0.2275,0.9739,2.0278,0.29271,1.61103,1.61103,1.61103,2.02779,1.74353,1.40407,1.75775,0.23749,1.40407,1.74588
e1100004689,0,1.51005,1.83169,1.70918,0,1.59243,0.30526,1.51395,1.10523,1.70522,1.70523,2.07924,1.05037,1.70327,1.70131,1.10292,1.50811,1.10292,1.67013,1.66578,1.70327,1.70916,1.10292,1.10292,2.07924,1.70916,1.10292,1.83169,1.51005,1.10292,2.0766,1.59092,1.66795,1.51005,1.10523,0.01037,2.09967,0.00001,1.83169,1.10061,2.07924,0.00204,1.59243,0.00001,1.51793,2.13829,1.47342,0.01037,1.59243,2.09696,0.19694,0.19694,1.58965,1.47325,1.0455,1.47097,2.09696,0.26569,2.09696,1.58965,2.09963,1.0455,2.08187,2.10499,0.19694,0.26569,1.04307,1.58965,1.0455,2.08536,2.10499,0.26721,2.09698,1.58965,1.06013,2.14355,2.08536,2.10499,0.39177,1.58965,2.09696,1.05524,1.05038,2.08536,2.10499,0.26891,1.59092,2.09696,2.09697,1.05525,1.06012,2.08187,1.48328,0.41626,1.59296,1.05282,2.08187,2.08187,1.49558,0.38959,1.58965,1.58965,1.0455,2.14092,0.23448,2.09961,0.19283,2.07924,1.82215,2.15384,0.24081,2.09697,0.19283,2.07924,1.82215,0.06465,0.05915,2.09696,0.37963,1.47342,1.47342,0.29021,0.29242,0.19694,0.19489,0.00001,1.47342,0.06036,0.39373,0.19489,1.6802,0.40009,2.07924,1.47587,0.01652,1.6802,0.19899,2.09696,0.19694,2.09962,1.47342,1.47342,1.47342,2.15384,0.40415,2.09697,0.25312,0,1.47342,2.07924,2.15384,0.19489,2.09696,0.39092,1.82215,0.29667,1.04307,2.09697,0.3991,1.6802,1.6802,1.6802,2.09696,1.8127,1.47325,1.82692,0.19694,1.47324,1.81505
e1100004690,1.47342,1.632,1.95364,1.83112,1.47342,0.11902,1.39076,1.63589,1.71413,1.82716,1.82718,2.20118,1.65927,1.82521,1.82325,1.71183,1.63005,1.71183,1.79207,1.78772,1.82521,1.83111,1.71183,1.71183,2.20119,1.83111,1.71183,1.95364,1.632,1.71182,2.19855,1.71286,1.78989,1.632,1.71413,1.46686,2.22161,1.47342,1.95364,1.70952,2.20119,1.47546,0.11902,1.47342,1.63988,2.26024,0.00001,1.46686,0.11902,2.21891,1.45779,1.45779,1.71159,1.59519,1.65441,0.00246,2.21891,1.41682,2.2189,1.71159,2.22157,1.65441,2.20382,2.22693,1.45779,1.41682,1.65197,1.71159,1.65441,2.2073,2.22693,1.41834,2.21892,1.71159,1.66904,2.2655,2.2073,2.22693,1.5429,1.71159,2.21891,1.66415,1.65928,2.2073,2.22693,1.42003,1.71286,2.2189,2.21891,1.66416,1.66903,2.20382,0.01477,1.56739,1.7149,1.66173,2.20382,2.20382,0.02707,1.54072,1.71159,1.71159,1.65441,2.26286,1.38561,2.22156,1.45368,2.20119,1.9441,2.27579,1.39194,2.21891,1.45368,2.20119,1.9441,1.4556,1.45009,2.2189,1.53076,0,0.00001,1.3757,1.37791,1.45779,1.45574,1.47342,0.00001,1.45131,1.54485,1.45574,1.80214,1.55122,2.20119,0.00246,1.47301,1.80214,1.45984,2.2189,1.45779,2.22156,0,0.00001,0,2.27579,1.55528,2.21891,1.40425,1.47342,0,2.20118,2.27579,1.45574,2.21891,1.54205,1.9441,1.38216,1.65197,2.21891,1.55023,1.80214,1.80214,1.80214,2.2189,1.93465,1.59519,1.94887,1.45779,1.59519,1.937
e1100004691,2.07924,2.13842,1.76725,2.33754,2.07924,2.32019,1.99658,2.14231,2.31995,2.33358,2.3336,0,2.26509,2.33163,2.32967,2.31764,2.13647,2.31764,2.29849,2.29414,2.33163,2.33753,2.31764,2.31764,0,2.33753,2.31764,1.76724,2.13842,2.31764,0.00264,2.21928,2.29631,2.13842,2.31995,2.07268,0.05045,2.07924,1.76725,2.31534,0.00001,2.08127,2.32019,2.07924,2.1463,0.08907,2.20118,2.07268,2.32019,0.04774,2.0636,2.0636,2.21801,2.10161,2.26022,2.19873,0.04774,2.02264,0.04773,2.21801,0.05041,2.26022,0.00264,0.05576,2.0636,2.02264,2.25779,2.21801,2.26022,0.03613,0.05577,2.02415,0.04776,2.21801,2.27486,0.09433,0.03613,0.05577,2.14872,2.21801,0.04774,2.26996,2.2651,0.03613,0.05576,2.02585,2.21928,0.04774,0.04775,2.26997,2.27484,0.00264,2.21104,2.1732,2.22132,2.26754,0.00264,0.00264,2.22334,2.14653,2.21801,2.21801,2.26022,0.0917,1.99142,0.05039,2.0595,0.00001,1.75771,0.10462,1.99776,0.04774,2.0595,0.00001,1.75771,2.06141,2.05591,0.04774,2.13658,2.20118,2.20118,1.98152,1.98373,2.0636,2.06155,2.07924,2.20118,2.05713,2.15067,2.06155,2.30856,2.15703,0.00001,2.20363,2.07883,2.30856,2.06566,0.04774,2.06361,0.05039,2.20118,2.20118,2.20118,0.10462,2.1611,0.04774,2.01007,2.07924,2.20118,0,0.10462,2.06155,0.04774,2.14786,1.75771,1.98798,2.25779,0.04775,2.15605,2.30856,2.30856,2.30856,0.04774,1.74826,2.10161,1.76247,2.0636,2.10161,1.75061
e1100004693,2.15384,2.21302,1.84185,2.41214,2.15384,2.3948,2.07118,2.21691,2.39455,2.40819,2.4082,0.10462,2.33969,2.40624,2.40427,2.39225,2.21108,2.39225,2.3731,2.36875,2.40624,2.41213,2.39225,2.39225,0.10462,2.41213,2.39225,1.84185,2.21302,2.39224,0.10199,2.29389,2.37091,2.21302,2.39455,2.14728,0.12505,2.15384,1.84185,2.38994,0.10463,2.15587,2.39479,2.15384,2.2209,0.03351,2.27578,2.14728,2.3948,0.12235,2.13821,2.13821,2.29261,2.17621,2.33483,2.27333,0.12235,2.09724,0.12234,2.29261,0.12501,2.33483,0.10726,0.13037,2.13821,2.09724,2.33239,2.29262,2.33483,0.11074,0.13037,2.09876,0.12236,2.29262,2.34946,0.03877,0.11074,0.13037,2.22332,2.29262,0.12235,2.34457,2.3397,0.11074,0.13037,2.10045,2.29389,0.12234,0.12235,2.34458,2.34945,0.10726,2.28564,2.24781,2.29593,2.34215,0.10725,0.10726,2.29794,2.22114,2.29262,2.29261,2.33483,0.03613,2.06602,0.125,2.1341,0.10463,1.83231,0,2.07236,0.12235,2.1341,0.10463,1.83231,2.13602,2.13051,0.12234,2.21118,2.27579,2.27578,2.05612,2.05833,2.13821,2.13616,2.15384,2.27579,2.13173,2.22527,2.13616,2.38317,2.23164,0.10463,2.27823,2.15343,2.38317,2.14026,0.12234,2.13821,0.125,2.27579,2.27579,2.27579,0,2.2357,0.12235,2.08467,2.15384,2.27579,0.10462,0,2.13616,0.12234,2.22247,1.83231,2.06258,2.33239,0.12235,2.23065,2.38317,2.38317,2.38317,0.12234,1.82286,2.17621,1.83708,2.13821,2.17621,1.82521
e1100004695,0.19489,1.49237,1.81401,1.69149,0.19489,1.57475,0.28758,1.49626,1.08754,1.68753,1.68755,2.06156,1.03269,1.68558,1.68362,1.08524,1.49042,1.08524,1.65244,1.64809,1.68558,1.69148,1.08524,1.08524,2.06156,1.69148,1.08524,1.81401,1.49237,1.08524,2.05892,1.57323,1.65026,1.49237,1.08754,0.18833,2.08199,0.19489,1.81401,1.08293,2.06156,0.19692,1.57475,0.19489,1.50025,2.12061,1.45573,0.18833,1.57475,2.07928,0.00205,0.00206,1.57196,1.45556,1.02782,1.45328,2.07928,0.24801,2.07927,1.57196,2.08195,1.02782,2.06419,2.0873,0.00206,0.24801,1.02539,1.57197,1.02782,2.06767,2.0873,0.24953,2.07929,1.57196,1.04245,2.12587,2.06767,2.0873,0.37409,1.57197,2.07928,1.03756,1.03269,2.06767,2.0873,0.25122,1.57323,2.07928,2.07928,1.03757,1.04244,2.06419,1.4656,0.39857,1.57527,1.03514,2.06419,2.06419,1.47789,0.37191,1.57196,1.57196,1.02782,2.12323,0.21679,2.08193,0.00206,2.06156,1.80447,2.13616,0.22313,2.07928,0.00206,2.06156,1.80447,0.17706,0.17156,2.07927,0.36195,1.45574,1.45574,0.27252,0.27473,0.00206,0,0.19489,1.45574,0.17278,0.37604,0,1.66251,0.3824,2.06156,1.45818,0.19448,1.66251,0.00411,2.07927,0.00206,2.08193,1.45574,1.45574,1.45574,2.13616,0.38647,2.07928,0.23544,0.19489,1.45574,2.06155,2.13616,0,2.07928,0.37323,1.80447,0.27898,1.02539,2.07928,0.38142,1.66251,1.66251,1.66251,2.07927,1.79502,1.45556,1.80924,0.00206,1.45556,1.79737
e1100004697,2.09696,2.15614,1.78497,2.35526,2.09696,2.33791,2.0143,2.16003,2.33767,2.3513,2.35132,0.04774,2.28281,2.34936,2.34739,2.33537,2.15419,2.33536,2.31621,2.31186,2.34935,2.35525,2.33536,2.33537,0.04774,2.35525,2.33537,1.78497,2.15614,2.33536,0.0451,2.23701,2.31403,2.15614,2.33767,2.0904,0.00271,2.09696,1.78497,2.33306,0.04774,2.09899,2.33791,2.09696,2.16402,0.10679,2.2189,2.0904,2.33791,0,2.08132,2.08133,2.23573,2.11933,2.27794,2.21645,0.00001,2.04036,0.00001,2.23573,0.00267,2.27794,0.05037,0.02731,2.08133,2.04036,2.27551,2.23574,2.27794,0.03601,0.02731,2.04188,0.00538,2.23574,2.29258,0.11206,0.03601,0.02731,2.16644,2.23574,0,2.28769,2.28282,0.03601,0.02731,2.04357,2.23701,0,0.00001,2.28769,2.29257,0.05037,2.22876,2.19093,2.23904,2.28526,0.05037,0.05037,2.24106,2.16426,2.23573,2.23573,2.27794,0.10942,2.00914,0.00267,2.07722,0.04774,1.77543,0.12234,2.01548,0.00001,2.07722,0.04774,1.77543,2.07913,2.07363,0,2.1543,2.21891,2.2189,1.99924,2.00145,2.08133,2.07928,2.09696,2.21891,2.07485,2.16839,2.07928,2.32629,2.17475,0.04774,2.22135,2.09655,2.32628,2.08338,0.00001,2.08133,0.00267,2.2189,2.21891,2.21891,0.12234,2.17882,0.00001,2.02779,2.09696,2.21891,0.04774,0.12234,2.07928,0,2.16558,1.77543,2.0057,2.27551,0.00001,2.17377,2.32628,2.32628,2.32629,0.00001,1.76598,2.11933,1.7802,2.08133,2.11933,1.76833
e1100004701,0.39092,1.57868,1.90032,1.7778,0.39092,1.66105,0.37389,1.58257,1.17385,1.77384,1.77386,2.14786,1.11899,1.77189,1.76993,1.17155,1.57673,1.17154,1.73875,1.7344,1.77189,1.77779,1.17155,1.17155,2.14786,1.77779,1.17155,1.90031,1.57868,1.17154,2.14523,1.65954,1.73657,1.57868,1.17385,0.38436,2.16829,0.39092,1.90032,1.16924,2.14787,0.39295,1.66105,0.39092,1.58656,2.20692,1.54204,0.38436,1.66105,2.16559,0.37528,0.37528,1.65827,1.54187,1.11412,1.53959,2.16559,0.2971,2.16558,1.65827,2.16825,1.11412,2.1505,2.17361,0.37528,0.2971,1.11169,1.65827,1.11412,2.15398,2.17361,0.29861,2.1656,1.65827,1.12876,2.21218,2.15398,2.17361,0.0792,1.65827,2.16559,1.12387,1.119,2.15398,2.17361,0.30031,1.65954,2.16558,2.16559,1.12388,1.12875,2.1505,1.5519,0.10369,1.66158,1.12144,2.15049,2.1505,1.5642,0.07702,1.65827,1.65827,1.11412,2.20954,0.26588,2.16824,0.37118,2.14787,1.89078,2.22247,0.27222,2.16559,0.37118,2.14787,1.89078,0.37309,0.36759,2.16558,0.06706,1.54205,1.54204,0.35883,0.36104,0.37528,0.37323,0.39092,1.54205,0.36881,0.08116,0.37323,1.74882,0.08752,2.14787,1.54449,0.39051,1.74882,0.37734,2.16558,0.37529,2.16824,1.54204,1.54205,1.54205,2.22247,0.09158,2.16559,0.28453,0.39092,1.54205,2.14786,2.22247,0.37323,2.16558,0,1.89078,0.36529,1.11169,2.16559,0.08653,1.74882,1.74882,1.74882,2.16558,1.88133,1.54187,1.89554,0.37528,1.54187,1.88368
e1100004702,1.82215,1.88133,0.01901,2.08046,1.82215,2.06311,1.73949,1.88522,2.06286,2.0765,2.07651,1.75771,2.00801,2.07455,2.07258,2.06056,1.87939,2.06056,2.04141,2.03706,2.07455,2.08044,2.06056,2.06056,1.75771,2.08044,2.06056,0.01901,1.88133,2.06056,1.75507,1.9622,2.03923,1.88133,2.06286,1.81559,1.77814,1.82216,0.01901,2.05825,1.75771,1.82419,2.06311,1.82216,1.88921,1.81676,1.94409,1.81559,2.06311,1.77543,1.80652,1.80652,1.96092,1.84452,2.00314,1.94164,1.77543,1.76555,1.77542,1.96093,1.7781,2.00314,1.76034,1.78345,1.80652,1.76555,2.00071,1.96093,2.00314,1.76382,1.78345,1.76707,1.77545,1.96093,2.01777,1.82202,1.76382,1.78345,1.89163,1.96093,1.77543,2.01288,2.00801,1.76382,1.78345,1.76876,1.9622,1.77543,1.77544,2.01289,2.01776,1.76034,1.95396,1.91612,1.96424,2.01046,1.76034,1.76034,1.96625,1.88945,1.96093,1.96092,2.00314,1.81938,1.73434,1.77808,1.80241,1.75771,0,1.83231,1.74067,1.77543,1.80241,1.75771,0,1.80433,1.79883,1.77543,1.87949,1.9441,1.9441,1.72443,1.72665,1.80652,1.80447,1.82215,1.9441,1.80004,1.89358,1.80447,2.05148,1.89995,1.75771,1.94654,1.82174,2.05148,1.80857,1.77543,1.80652,1.77808,1.9441,1.9441,1.9441,1.83231,1.90401,1.77543,1.75298,1.82215,1.9441,1.75771,1.83231,1.80447,1.77543,1.89078,0,1.73089,2.00071,1.77543,1.89896,2.05148,2.05148,2.05148,1.77542,0.00945,1.84452,0.00946,1.80652,1.84452,0.0118
e1100004703,0.29667,1.41879,1.74043,1.61792,0.29667,1.50117,0.0086,1.42269,1.01397,1.61396,1.61397,1.98798,0.95911,1.61201,1.61005,1.01167,1.41685,1.01166,1.57887,1.57452,1.61201,1.6179,1.01166,1.01166,1.98798,1.61791,1.01167,1.74043,1.41879,1.01166,1.98534,1.49966,1.57669,1.41879,1.01397,0.29011,2.00841,0.29667,1.74043,1.00936,1.98798,0.2987,1.50117,0.29667,1.42668,2.04703,1.38216,0.29011,1.50117,2.0057,0.28103,0.28103,1.49839,1.38199,0.95424,1.37971,2.00571,0.24007,2.0057,1.49839,2.00837,0.95424,1.99061,2.01373,0.28103,0.24007,0.95181,1.49839,0.95424,1.9941,2.01373,0.24158,2.00572,1.49839,0.96888,2.05229,1.9941,2.01373,0.36614,1.49839,2.0057,0.96398,0.95912,1.9941,2.01373,0.24328,1.49966,2.0057,2.00571,0.96399,0.96886,1.99061,1.39202,0.39063,1.5017,0.96156,1.99061,1.99061,1.40432,0.36396,1.49839,1.49839,0.95424,2.04966,0.20885,2.00835,0.27692,1.98799,1.73089,2.06258,0.21518,2.00571,0.27692,1.98799,1.73089,0.27884,0.27334,2.0057,0.354,1.38216,1.38216,0.00646,0.01731,0.28103,0.27898,0.29667,1.38216,0.27455,0.3681,0.27898,1.58894,0.37446,1.98798,1.38461,0.29625,1.58894,0.28309,2.0057,0.28104,2.00836,1.38216,1.38216,1.38216,2.06258,0.37852,2.00571,0.2275,0.29667,1.38216,1.98798,2.06258,0.27898,2.0057,0.36529,1.73089,0,0.95181,2.00571,0.37347,1.58894,1.58894,1.58894,2.0057,1.72145,1.38199,1.73566,0.28103,1.38199,1.7238
e1100034946,1.04307,1.6886,2.01024,1.88773,1.04307,1.77098,0.96041,1.6925,0.18058,1.88377,1.88378,2.25779,0.0073,1.88182,1.87986,0.17828,1.68666,0.17828,1.84868,1.84433,1.88182,1.88772,0.17828,0.17828,2.25779,1.88772,0.17828,2.01024,1.6886,0.17828,2.25515,1.76947,1.8465,1.6886,0.18058,1.03651,2.27822,1.04307,2.01024,0.17597,2.25779,1.0451,1.77098,1.04307,1.69649,2.31684,1.65197,1.03651,1.77098,2.27551,1.02743,1.02743,1.7682,1.6518,0.00244,1.64952,2.27552,0.98647,2.27551,1.7682,2.27818,0.00244,2.26042,2.28354,1.02744,0.98647,0,1.7682,0.00244,2.26391,2.28354,0.98799,2.27553,1.7682,0.01707,2.32211,2.26391,2.28354,1.11255,1.7682,2.27551,0.01218,0.00731,2.26391,2.28354,0.98968,1.76947,2.27551,2.27552,0.01219,0.01706,2.26042,1.66183,1.13703,1.77151,0.00976,2.26042,2.26042,1.67413,1.11036,1.7682,1.7682,0.00244,2.31947,0.95525,2.27816,1.02333,2.2578,2.00071,2.33239,0.96159,2.27552,1.02333,2.2578,2.0007,1.02524,1.01974,2.27551,1.10041,1.65197,1.65197,0.94535,0.94756,1.02744,1.02538,1.04307,1.65198,1.02096,1.1145,1.02539,1.85875,1.12086,2.25779,1.65442,1.04266,1.85875,1.02949,2.27551,1.02744,2.27817,1.65197,1.65198,1.65197,2.33239,1.12493,2.27552,0.9739,1.04307,1.65197,2.25779,2.33239,1.02539,2.27551,1.11169,2.00071,0.95181,0,2.27552,1.11988,1.85875,1.85875,1.85875,2.27551,1.99126,1.6518,2.00547,1.02744,1.6518,1.99361
e1100034947,2.09697,2.15615,1.78497,2.35527,2.09697,2.33792,2.0143,2.16004,2.33767,2.35131,2.35132,0.04775,2.28282,2.34936,2.3474,2.33537,2.1542,2.33537,2.31622,2.31187,2.34936,2.35526,2.33537,2.33537,0.04775,2.35526,2.33537,1.78497,2.15615,2.33537,0.04511,2.23701,2.31404,2.15614,2.33767,2.09041,0.0027,2.09697,1.78497,2.33306,0.04775,2.099,2.33792,2.09697,2.16403,0.1068,2.21891,2.09041,2.33792,0.00001,2.08133,2.08133,2.23574,2.11934,2.27795,2.21646,0.00001,2.04037,0.00001,2.23574,0.00266,2.27795,0.05038,0.02732,2.08133,2.04037,2.27552,2.23574,2.27795,0.03602,0.02732,2.04188,0.00539,2.23574,2.29258,0.11206,0.03602,0.02732,2.16644,2.23574,0.00001,2.28769,2.28282,0.03602,0.02732,2.04358,2.23701,0.00001,0,2.2877,2.29257,0.05038,2.22877,2.19093,2.23905,2.28527,0.05038,0.05038,2.24107,2.16426,2.23574,2.23574,2.27795,0.10942,2.00915,0.00267,2.07722,0.04775,1.77543,0.12235,2.01548,0,2.07722,0.04775,1.77543,2.07914,2.07364,0.00001,2.1543,2.21891,2.21891,1.99925,2.00146,2.08133,2.07928,2.09697,2.21891,2.07486,2.1684,2.07928,2.32629,2.17476,0.04775,2.22136,2.09656,2.32629,2.08339,0.00001,2.08134,0.00268,2.21891,2.21891,2.21891,0.12235,2.17882,0,2.0278,2.09697,2.21891,0.04775,0.12235,2.07928,0.00001,2.16559,1.77543,2.00571,2.27552,0,2.17377,2.32629,2.32629,2.32629,0.00001,1.76599,2.11934,1.7802,2.08133,2.11934,1.76834
